"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id","comparison"
4.66756491628862,10.3723290905097,41.2188733116631,1.59618680496516e-10,1.55403654354392e-06,14.4350251656717,"ENSMUSG00000042066.11","Erythroblast vs CFUE"
5.47630790427014,9.95245558076797,39.0521768123574,2.44287753445558e-10,1.55403654354392e-06,14.000253136964,"ENSMUSG00000022100.9","Erythroblast vs CFUE"
3.93196056178119,8.60805332005222,31.6686388505414,1.27123503311784e-09,4.69649260046649e-06,12.6350776426005,"ENSMUSG00000024052.13","Erythroblast vs CFUE"
3.50558974581168,8.61134511517162,30.2155219294854,1.83870992651569e-09,4.69649260046649e-06,12.3620120607232,"ENSMUSG00000082101.3","Erythroblast vs CFUE"
4.93671130275127,7.52859854019084,29.8606454573327,2.01749015921083e-09,4.69649260046649e-06,11.8973354082186,"ENSMUSG00000037287.10","Erythroblast vs CFUE"
3.52349020863601,8.34883714864583,29.5079183507679,2.21480433881938e-09,4.69649260046649e-06,12.1673531918379,"ENSMUSG00000033767.10","Erythroblast vs CFUE"
3.55576700770157,7.96135824934215,27.4498453236667,3.90588692208918e-09,7.09922847282009e-06,11.6299834992612,"ENSMUSG00000021792.11","Erythroblast vs CFUE"
2.83083550055824,9.56454125078679,26.7697239212527,4.75493786512129e-09,7.56213430724228e-06,11.6327934269838,"ENSMUSG00000027346.11","Erythroblast vs CFUE"
2.63913917769052,9.95063312452765,25.7968332409936,6.35500137487043e-09,8.98385361027517e-06,11.3794305434078,"ENSMUSG00000044468.10","Erythroblast vs CFUE"
2.90223514210707,9.03632163241742,25.0107058986219,8.09746880066858e-09,1.03024095550906e-05,11.1186049418107,"ENSMUSG00000020802.8","Erythroblast vs CFUE"
3.7966240709607,8.59917397777556,24.6022703571071,9.2110161267702e-09,1.04369779026541e-05,10.9524422738907,"ENSMUSG00000038871.5","Erythroblast vs CFUE"
2.51356623846084,10.3977912934993,24.3941850798105,9.84388389781103e-09,1.04369779026541e-05,10.9735654373886,"ENSMUSG00000053641.8","Erythroblast vs CFUE"
-3.26021938167004,8.07454995090179,-23.7882084686993,1.198389023509e-08,1.10074106554122e-05,10.6212542893943,"ENSMUSG00000033952.10","Erythroblast vs CFUE"
2.45392086341877,10.151489701951,23.5596624451867,1.29232264364977e-08,1.10074106554122e-05,10.7097028174222,"ENSMUSG00000042331.9","Erythroblast vs CFUE"
-2.80962259382659,8.55646226624454,-23.2713616844245,1.42284526095146e-08,1.10074106554122e-05,10.5382326377535,"ENSMUSG00000027326.9","Erythroblast vs CFUE"
2.75436957207642,8.94362775034958,23.2066627633049,1.45413423445449e-08,1.10074106554122e-05,10.5697455660713,"ENSMUSG00000035941.11","Erythroblast vs CFUE"
3.32611619221496,9.02042086815916,23.1339277566873,1.49023709569843e-08,1.10074106554122e-05,10.5425293048553,"ENSMUSG00000002944.11","Erythroblast vs CFUE"
3.37682769469647,6.92894511115855,22.9687273696985,1.57604259535413e-08,1.10074106554122e-05,10.272621729221,"ENSMUSG00000045730.3","Erythroblast vs CFUE"
3.63066805877988,7.56091931903961,22.8298599871455,1.65248356097138e-08,1.10074106554122e-05,10.3257550724823,"ENSMUSG00000007659.14","Erythroblast vs CFUE"
2.78375717327235,8.70670618389316,22.6956960081759,1.7303168522223e-08,1.10074106554122e-05,10.3961645553945,"ENSMUSG00000040859.10","Erythroblast vs CFUE"
2.6092300424673,8.41934204714792,22.2539784589825,2.01723679646939e-08,1.22215732197524e-05,10.2411931466722,"ENSMUSG00000034059.9","Erythroblast vs CFUE"
2.72866329451904,8.82180748109714,21.8371127417606,2.33791528886351e-08,1.35205891910048e-05,10.1140913827186,"ENSMUSG00000021282.12","Erythroblast vs CFUE"
3.77564091698317,7.81797735377007,21.7121314749035,2.44494893341309e-08,1.3524819686876e-05,9.99823562007322,"ENSMUSG00000039159.12","Erythroblast vs CFUE"
2.98006110109509,6.96407364182277,20.4755237326509,3.86095042519114e-08,2.04678634415446e-05,9.517706884073,"ENSMUSG00000101823.1","Erythroblast vs CFUE"
3.19776399507148,7.24551356580258,19.9755072710997,4.67990957260901e-08,2.25259043087961e-05,9.36757283542422,"ENSMUSG00000044352.6","Erythroblast vs CFUE"
-2.59776702669651,8.51825699208982,-19.9667014902467,4.69598566014008e-08,2.25259043087961e-05,9.42196885933071,"ENSMUSG00000097589.5","Erythroblast vs CFUE"
2.95250254172182,6.84681278285533,19.7876846341505,5.03664858351743e-08,2.25259043087961e-05,9.26432626615312,"ENSMUSG00000024410.10","Erythroblast vs CFUE"
2.64988238743614,8.58148615252389,19.6949676247292,5.22394639694492e-08,2.25259043087961e-05,9.33014898932724,"ENSMUSG00000058624.8","Erythroblast vs CFUE"
2.20870584518,9.40764410006017,19.6239697963863,5.37266733398411e-08,2.25259043087961e-05,9.30570208429038,"ENSMUSG00000066406.10","Erythroblast vs CFUE"
-2.22549957147331,9.25963554256563,-19.6014975657882,5.42072755427205e-08,2.25259043087961e-05,9.29625644812373,"ENSMUSG00000034349.10","Erythroblast vs CFUE"
-2.39016629428413,9.72587395712297,-19.4226924909327,5.82082203791803e-08,2.25259043087961e-05,9.22623424400827,"ENSMUSG00000026605.10","Erythroblast vs CFUE"
4.99353415419662,6.18563531166883,19.3874335605042,5.90357639007604e-08,2.25259043087961e-05,8.80084277451031,"ENSMUSG00000020034.7","Erythroblast vs CFUE"
-2.6638470950133,7.52903594143491,-19.1997216407029,6.36702509508501e-08,2.25259043087961e-05,9.07971346899596,"ENSMUSG00000020330.12","Erythroblast vs CFUE"
2.59343411914821,10.5381757847856,19.1515009501018,6.49258718974568e-08,2.25259043087961e-05,9.11068084108593,"ENSMUSG00000022283.10","Erythroblast vs CFUE"
2.79640757512404,8.49096655100113,19.0934482952404,6.64745792968368e-08,2.25259043087961e-05,9.09214325852257,"ENSMUSG00000029780.10","Erythroblast vs CFUE"
-2.29310279053004,8.65825200490246,-19.0773507830244,6.69113446523129e-08,2.25259043087961e-05,9.08395692375191,"ENSMUSG00000012443.3","Erythroblast vs CFUE"
2.47145032695,8.36852672498396,19.0733296543664,6.70209506565554e-08,2.25259043087961e-05,9.08370402087965,"ENSMUSG00000022051.11","Erythroblast vs CFUE"
3.2350361545756,6.72915874751248,19.0639099020485,6.72785006471942e-08,2.25259043087961e-05,8.97747641485804,"ENSMUSG00000037124.6","Erythroblast vs CFUE"
1.98223998896325,10.1943777929255,18.7885833573407,7.53209712194014e-08,2.38004343108741e-05,8.96035141307478,"ENSMUSG00000032411.11","Erythroblast vs CFUE"
