"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_id"
13.0160318940684,9.63148086234042,66.7765000641403,6.66192765045286e-11,9.02921776330809e-07,13.6777043125686,"ENSMUSG00000069917.7"
8.29902734771034,8.81009690969401,53.9576908201415,2.86485880939208e-10,9.02921776330809e-07,13.8068270444841,"ENSMUSG00000034248.7"
6.70618213761123,9.25219297199932,53.7933222884375,2.92527829085349e-10,9.02921776330809e-07,14.0319013165678,"ENSMUSG00000053641.8"
7.55536345211857,8.54161798181639,52.7435365591543,3.34746087651373e-10,9.02921776330809e-07,13.7377471651293,"ENSMUSG00000042331.9"
7.13801776564934,8.37165170700462,52.3018581577458,3.5456529686349e-10,9.02921776330809e-07,13.7183926989677,"ENSMUSG00000027346.11"
6.69923167191989,9.61565055043789,51.3452797042214,4.02278476231082e-10,9.02921776330809e-07,13.8321664456041,"ENSMUSG00000028906.11"
6.74823802232744,8.8828663271373,49.6378435559728,5.06958626008009e-10,9.02921776330809e-07,13.5834966980378,"ENSMUSG00000004319.11"
7.95277847292809,9.65582077675327,47.8008058670798,6.56079574803487e-10,9.02921776330809e-07,13.3892921569764,"ENSMUSG00000022100.9"
6.88775505439259,7.61399671735816,47.6652742437074,6.68940086993639e-10,9.02921776330809e-07,13.1104229770202,"ENSMUSG00000040859.10"
8.03181033761124,7.78253971471216,46.9266315006911,7.44316261458525e-10,9.02921776330809e-07,12.9047464051698,"ENSMUSG00000020300.10"
6.47435860786292,7.61972318586848,45.958599028901,8.58301169986518e-10,9.02921776330809e-07,12.989256378837,"ENSMUSG00000059495.9"
5.63645202994986,9.98605478830073,45.5527034766481,9.11955057741968e-10,9.02921776330809e-07,13.2441607928818,"ENSMUSG00000022797.11"
6.65105334293009,7.58759678485907,45.3790053084213,9.36082212976892e-10,9.02921776330809e-07,12.894886001841,"ENSMUSG00000024588.8"
6.76147096061212,9.21329915916242,45.1227997015713,9.73016893993307e-10,9.02921776330809e-07,13.1142376795844,"ENSMUSG00000026532.7"
6.96732456609762,7.15788135785934,44.2423543079785,1.11328681515689e-09,9.02921776330809e-07,12.5905449771211,"ENSMUSG00000079557.6"
6.26452721345917,8.99536659936138,44.1666610818202,1.12639091291641e-09,9.02921776330809e-07,13.0005284210819,"ENSMUSG00000032411.11"
10.2428439402334,8.45629695451002,44.1417243680423,1.13074661011585e-09,9.02921776330809e-07,12.3935113368211,"ENSMUSG00000042066.11"
9.72406647337833,7.31290296666009,43.6272665958429,1.22505862021633e-09,9.02921776330809e-07,11.8174366178913,"ENSMUSG00000044468.10"
5.31036927844492,8.87230962128982,42.8719606213751,1.38032756149135e-09,9.02921776330809e-07,12.8611334013336,"ENSMUSG00000024052.13"
5.39558222331756,8.36112663275245,42.6029186151929,1.44099287444873e-09,9.02921776330809e-07,12.7835374767872,"ENSMUSG00000033767.10"
6.95108552236624,8.52739743509015,42.4628910783543,1.47377236118341e-09,9.02921776330809e-07,12.6981785749276,"ENSMUSG00000031543.14"
6.02829983338136,7.5609116070724,42.1634045454162,1.54678863886368e-09,9.02921776330809e-07,12.5788615814261,"ENSMUSG00000031974.8"
12.2204239543432,7.96085756246515,41.9927951593224,1.59023302088175e-09,9.02921776330809e-07,11.2003541554437,"ENSMUSG00000073940.3"
7.7522841126664,7.00468739503128,41.9028675624763,1.61369397856545e-09,9.02921776330809e-07,12.1243082573655,"ENSMUSG00000058624.8"
6.23936622328539,7.1114421767739,41.437140905441,1.74172496761046e-09,9.02921776330809e-07,12.3609035287065,"ENSMUSG00000026311.12"
8.36399355961195,7.21949094140711,41.4229121853326,1.74581587255686e-09,9.02921776330809e-07,12.0022217303756,"ENSMUSG00000020802.8"
7.88291677765184,7.1634365960133,41.3665037017303,1.76214255748484e-09,9.02921776330809e-07,12.107457534703,"ENSMUSG00000051910.9"
5.20021614589693,8.946795993845,40.9558750292072,1.88640695165197e-09,9.02921776330809e-07,12.602475537459,"ENSMUSG00000028644.12"
5.53869038003463,8.13529567565116,40.3033629793802,2.10510554584804e-09,9.02921776330809e-07,12.440561854113,"ENSMUSG00000029613.11"
5.2995304450552,7.69773526455741,39.7731170009078,2.30437535314462e-09,9.02921776330809e-07,12.3267313476437,"ENSMUSG00000056054.8"
7.31625542868104,7.07735966838177,39.715690492964,2.32722508094224e-09,9.02921776330809e-07,11.9967112817215,"ENSMUSG00000021792.11"
5.62192471193124,7.39267415195334,39.6881349970736,2.3382813399534e-09,9.02921776330809e-07,12.2494316692969,"ENSMUSG00000032496.3"
6.9290353647363,8.9319618495077,39.5985639069072,2.37463830289389e-09,9.02921776330809e-07,12.3440199535219,"ENSMUSG00000026028.8"
5.96737730649488,7.96172418774747,39.5193120870495,2.40734732704946e-09,9.02921776330809e-07,12.288857362311,"ENSMUSG00000000804.10"
6.79286052305372,7.09058392247855,39.4705764816155,2.4277177738415e-09,9.02921776330809e-07,12.0310755893301,"ENSMUSG00000001156.7"
6.83331497207613,7.34487186916838,39.3505027750594,2.47875395381008e-09,9.02921776330809e-07,12.0767610140126,"ENSMUSG00000037415.5"
4.65564729799546,8.9528389003992,39.3161392337413,2.49358523914481e-09,9.02921776330809e-07,12.3702361435764,"ENSMUSG00000035941.11"
6.00904180432025,7.4004896320346,39.2708992358629,2.51326603760747e-09,9.02921776330809e-07,12.1657676862403,"ENSMUSG00000032126.11"
4.82902116380993,8.63569152783698,39.2405631602473,2.52656281548027e-09,9.02921776330809e-07,12.3413893962411,"ENSMUSG00000070733.9"
5.56967929549596,8.31165265629547,39.1503639958684,2.56657696512453e-09,9.02921776330809e-07,12.2863401192484,"ENSMUSG00000045973.14"
4.73283269076845,9.22395505789348,38.9978332873444,2.63590568504325e-09,9.04694263412893e-07,12.3282625264399,"ENSMUSG00000038733.9"
6.03064819931098,6.85672759962952,38.7044355314169,2.77538155145546e-09,9.14590526178393e-07,11.9600174354621,"ENSMUSG00000026571.8"
6.5959634615341,7.60375138126993,38.6411283512602,2.80657425394263e-09,9.14590526178393e-07,12.061384435378,"ENSMUSG00000037287.10"
6.13101730138601,6.81847543760668,38.4537228365653,2.90129253731383e-09,9.14590526178393e-07,11.9041937232687,"ENSMUSG00000019302.12"
5.28402184197033,7.93573746648647,38.3617266594289,2.94912555421027e-09,9.14590526178393e-07,12.1445883386004,"ENSMUSG00000042599.8"
6.6158121757665,8.7105374564547,38.2850062474855,2.9897075187753e-09,9.14590526178393e-07,12.1441982083839,"ENSMUSG00000042744.12"
6.84976906072385,7.33476979817429,38.0436571870877,3.12160384041557e-09,9.34621473241019e-07,11.8938910933651,"ENSMUSG00000011831.12"
4.81816685427364,10.1676707577562,37.9095917076035,3.19774346434026e-09,9.35187016733389e-07,12.1679148386521,"ENSMUSG00000038664.12"
4.72555744508635,8.34662589687305,37.7378963012616,3.29838057689236e-09,9.35187016733389e-07,12.0929567115687,"ENSMUSG00000034354.13"
6.25238956155172,7.41987813595949,37.5803912334393,3.39390118057019e-09,9.35187016733389e-07,11.9114091599871,"ENSMUSG00000025702.11"
5.73409911763909,7.32849945790474,37.5380918788736,3.42009110398569e-09,9.35187016733389e-07,11.9238217081253,"ENSMUSG00000034761.11"
4.68286114665384,9.40188419534985,37.4295073760244,3.48838833733283e-09,9.35187016733389e-07,12.0806392760931,"ENSMUSG00000008730.13"
5.7183593286914,8.7381923144934,37.2827916323851,3.58316500384989e-09,9.35187016733389e-07,12.017308070404,"ENSMUSG00000092274.2"
6.10017919787335,7.49718021305398,37.1813206138897,3.65043980169956e-09,9.35187016733389e-07,11.8733494119195,"ENSMUSG00000032028.11"
4.85329886389565,8.50503231405397,37.0486311082096,3.74060628234194e-09,9.35187016733389e-07,11.9866096020079,"ENSMUSG00000018909.11"
5.59713490684307,7.66501499500464,37.0437694421635,3.7439580489626e-09,9.35187016733389e-07,11.8996504565226,"ENSMUSG00000019838.10"
4.56656346600979,8.08533082645206,36.9802528616839,3.78806565902524e-09,9.35187016733389e-07,11.9575101271927,"ENSMUSG00000026880.10"
4.93195058223998,7.3824317175356,36.697741198346,3.99159952722729e-09,9.68444630123146e-07,11.838844193473,"ENSMUSG00000038843.13"
6.77508074306319,6.45489886105603,36.5331166172447,4.11596741853308e-09,9.73970527889932e-07,11.4266862487243,"ENSMUSG00000053835.13"
8.00626294600044,6.84936313236913,36.4637394098426,4.16970428741914e-09,9.73970527889932e-07,11.3193854520464,"ENSMUSG00000030878.10"
4.93815663702002,7.73903000771642,36.3486828113109,4.26060367370626e-09,9.73970527889932e-07,11.818805283171,"ENSMUSG00000031154.11"
4.72776625383397,7.63833098679313,36.1083713750899,4.45787796772718e-09,9.73970527889932e-07,11.7764015951194,"ENSMUSG00000026657.12"
6.43488668999895,7.86964618271903,36.0526772273484,4.50507841168857e-09,9.73970527889932e-07,11.7235270579756,"ENSMUSG00000047648.9"
4.38782923196459,8.70412146951738,35.9326007109632,4.60880295893191e-09,9.73970527889932e-07,11.8119984217063,"ENSMUSG00000048756.7"
6.09571746109619,6.84631899343278,35.9160053330371,4.62335238873922e-09,9.73970527889932e-07,11.5496056669379,"ENSMUSG00000038725.7"
6.19759583132201,7.21273941500407,35.8638017473386,4.66946422786716e-09,9.73970527889932e-07,11.6127481256541,"ENSMUSG00000023926.7"
4.45167919451662,8.83474732130711,35.8619753032729,4.6710870505377e-09,9.73970527889932e-07,11.8029727136376,"ENSMUSG00000032902.1"
6.24899487200487,6.54977383287421,35.8222888038067,4.70650908872338e-09,9.73970527889932e-07,11.4329804653759,"ENSMUSG00000001763.10"
5.01007952402073,7.74310502236018,35.6166550085507,4.89504645111754e-09,9.74801657655445e-07,11.6962704175105,"ENSMUSG00000018796.8"
4.7485932612965,7.98609805521713,35.5750364063805,4.93424906409385e-09,9.74801657655445e-07,11.7116934659711,"ENSMUSG00000034663.9"
7.8648485809195,7.56656925577609,35.565454065957,4.94332598756991e-09,9.74801657655445e-07,11.4896708257884,"ENSMUSG00000038871.5"
4.38599814872267,8.54905761812818,35.5189861426657,4.98761507612223e-09,9.74801657655445e-07,11.7346313439863,"ENSMUSG00000040297.8"
5.17707441871362,7.27318992406252,35.1586486329151,5.34691167488008e-09,1.0307087820399e-06,11.563711186289,"ENSMUSG00000026457.10"
5.77810647671902,7.96576326347713,34.7439407258584,5.79766634543466e-09,1.10249676774266e-06,11.5412764283222,"ENSMUSG00000029780.10"
4.96374436196632,7.45934175538755,34.5624691703581,6.00849078768275e-09,1.12735309819029e-06,11.4915221155333,"ENSMUSG00000029221.11"
9.17436363570341,6.71384425651635,34.3606846396626,6.25329449938476e-09,1.15116867764682e-06,10.7193340305979,"ENSMUSG00000023216.9"
5.39852937179567,7.0157746857655,34.3239873611839,6.29903270173432e-09,1.15116867764682e-06,11.3805866250742,"ENSMUSG00000028825.7"
5.83845786481346,6.36474690243241,34.0913389628164,6.5980716805185e-09,1.19035980369559e-06,11.1701241844141,"ENSMUSG00000040809.10"
4.97769525517138,8.02590532947622,33.8441212575916,6.93379922262932e-09,1.23193023696321e-06,11.4025160230137,"ENSMUSG00000021939.7"
7.05206900763527,6.93197833181114,33.7944554506343,7.00358292759071e-09,1.23193023696321e-06,11.1243540407584,"ENSMUSG00000056091.8"
5.05166386078222,6.80455907002286,33.5431573360367,7.36924054360593e-09,1.26784629831753e-06,11.2306585578641,"ENSMUSG00000028557.6"
7.4938556824568,8.67919184883386,33.4524388587814,7.50657748062595e-09,1.26784629831753e-06,11.2951824113137,"ENSMUSG00000021061.11"
5.57416366240881,6.60770595908157,33.4425463119462,7.52173005868709e-09,1.26784629831753e-06,11.1484923000648,"ENSMUSG00000079418.3"
5.64801734078443,6.47219665853044,33.4123781517323,7.56815584555663e-09,1.26784629831753e-06,11.1095360507135,"ENSMUSG00000024410.10"
5.94019745985932,7.87287339759969,33.2700218851375,7.79170325645756e-09,1.28783960077169e-06,11.2649375232363,"ENSMUSG00000004552.12"
4.08160357721549,9.01518666457779,33.1616065054657,7.96703032998065e-09,1.28783960077169e-06,11.3102866126179,"ENSMUSG00000037458.10"
5.96932469509008,7.77934873084849,33.0830300989103,8.09692774584296e-09,1.28783960077169e-06,11.2197962659,"ENSMUSG00000025728.10"
4.86667866523563,7.24809136255426,33.0673457366479,8.12314552773964e-09,1.28783960077169e-06,11.2051931919149,"ENSMUSG00000019189.9"
6.46414696882559,8.28073253723764,33.0542615495867,8.14509127833146e-09,1.28783960077169e-06,11.2352979971933,"ENSMUSG00000029922.11"
5.12885910553957,6.86204528990445,32.7761591971349,8.62799331312809e-09,1.3229872016604e-06,11.0971910101518,"ENSMUSG00000035476.5"
3.95884337037487,8.76466919672533,32.7545985577237,8.66678101330126e-09,1.3229872016604e-06,11.2268428778502,"ENSMUSG00000056234.10"
4.07753229627221,8.07474845974416,32.6745676982882,8.81251335451141e-09,1.3229872016604e-06,11.1930731044667,"ENSMUSG00000029826.10"
6.66738698626719,7.30318019809665,32.6461718724757,8.86489370371242e-09,1.3229872016604e-06,11.0492276029195,"ENSMUSG00000039159.12"
5.14618169299811,6.73269002778473,32.6163314276286,8.92032341677937e-09,1.3229872016604e-06,11.050466787714,"ENSMUSG00000049800.9"
5.73560290716257,6.10860407676891,32.6103510686566,8.93147982928783e-09,1.3229872016604e-06,10.8653208055624,"ENSMUSG00000036390.6"
4.51957064700273,7.22683994392743,32.5175641094059,9.10663812201746e-09,1.33444960560319e-06,11.1097965558677,"ENSMUSG00000032594.7"
4.25993582628021,9.19167229629714,32.4237425013061,9.2877606832568e-09,1.33444960560319e-06,11.1651363252646,"ENSMUSG00000026463.13"
6.97473208107945,7.21585790776914,32.4080742398592,9.31840850661083e-09,1.33444960560319e-06,10.9636666598236,"ENSMUSG00000029866.9"
6.62817424173779,6.38160654228505,32.3726220538474,9.38818298427487e-09,1.33444960560319e-06,10.7906256585616,"ENSMUSG00000062729.7"
4.68641262430412,7.2844578849646,32.0528526898298,1.00453060632212e-08,1.40094435476357e-06,11.0216278114853,"ENSMUSG00000028436.8"
4.76828729051426,13.8864573035462,32.0121726431161,1.01326202185033e-08,1.40094435476357e-06,11.0626735345284,"ENSMUSG00000099021.1"
